,language,countries,endangerment,speakers,latitude,longitude
2436,Mozarabic,Spain,Extinct,0,37.4574,-3.988
2437,Mulaha,Papua New Guinea,Extinct,0,-9.7002,147.4351
2438,Múra,Brazil,Extinct,0,-3.3598,-59.2382
2439,Nagumi,Cameroon,Extinct,0,8.6814,13.1835
2440,Naka'ela,Indonesia,Extinct,0,-2.847,128.5208
2441,Napore,Uganda,Extinct,0,3.8478,33.9147
2442,Natchez,United States of America,Extinct,0,31.5544,-91.3875
2443,New River Shasta,United States of America,Extinct,0,45.2835,-121.7134
2444,Ngarla,Australia,Extinct,0,-20.5916,119.0917
2445,Ngong,Cameroon,Extinct,0,9.0044,13.5104
2446,Nila (Nila Island),Indonesia,Extinct,0,-6.7331,129.5288
2447,Nisenan,United States of America,Extinct,0,38.7654,-121.0064
2448,Nooksack,United States of America,Extinct,0,49.0378,-122.4865
2449,Norn,United Kingdom of Great Britain and Northern Ireland,Extinct,0,60.3051,-1.2744
2450,Northeastern Pomo,United States of America,Extinct,0,39.3774,-122.5454
2451,Nukiní,Brazil,Extinct,0,-7.4931,-73.4765
2452,Nupbikha,Bhutan,Vulnerable,0,27.3937,90.5003
2453,Nyang'i,Uganda,Extinct,0,3.5024,33.3764
2454,Obispeño,United States of America,Extinct,0,35.2692,-120.6707
2455,Odut,Nigeria,Extinct,0,5.3077,8.2672
2456,Old Prussian,Russian Federation,Extinct,0,54.8987,20.4895
2457,Old Sirenik,Russian Federation,Extinct,0,64.4194,-173.9657
2458,Omagua (Brazil),Brazil,Critically endangered,0,-3.5572,-64.5117
2459,Ona,Argentina,Extinct,0,-54.6229,-67.4121
2460,Ongkor Solon,China,Extinct,0,46.7774,83.0456
2461,Opon-Carare,Colombia,Extinct,0,6.206,-73.7402
2462,Orang Kanaq,Malaysia,Extinct,0,1.8858,103.9814
2463,Palumata,Indonesia,Extinct,0,-3.1569,126.0516
2464,Panobo,Peru,Extinct,0,-6.97,-74.9267
2465,Papora,China,Extinct,0,24.2006,120.6037
2466,Pentlatch,Canada,Extinct,0,49.6971,-125.0033
2467,Phalok,Thailand,Extinct,0,18.9582,98.789
2468,Pijao,Colombia,Extinct,0,3.9519,-75.0146
2469,Piru,Indonesia,Extinct,0,-3.05,128.1747
2470,Polabian,Germany,Extinct,0,53.094,11.3461
2471,Pumpokol,Russian Federation,Extinct,0,58.6397,87.517
2472,Purisimeño,United States of America,Extinct,0,34.6608,-120.4711
2473,Pyu,Myanmar,Extinct,0,18.9424,94.8751
2474,Quapaw,United States of America,Extinct,0,36.9494,-94.7877
2475,Quileute,United States of America,Extinct,0,47.9083,-124.6365
2476,Qwarenya,Ethiopia,Extinct,0,9.9207,38.3828
2477,Rangkas,India,Extinct,0,30.0358,80.1342
2478,Sanhaja of Srair,Morocco,Critically endangered,0,34.8318,-4.9658
2479,Sei,Sierra Leone,Extinct,0,7.5857,-12.5354
2480,Sened,Tunisia,Extinct,0,35.5858,10.8984
2481,Sengmai,India,Extinct,0,24.6445,94.0567
2482,Serrano,United States of America,Extinct,0,34.1212,-117.2221
2483,Seru,Malaysia,Extinct,0,1.9195,111.2049
2484,Seward Peninsula Inupiaq (Big Diomede Island),Russian Federation,Extinct,0,65.7853,-169.0686
2485,Singa,Uganda,Extinct,0,-0.1373,33.695
2486,Siraiya,China,Extinct,0,23.0013,120.3634
2487,Sishee,New Caledonia (France),Extinct,0,-21.7193,165.6738
2488,Siuslaw,United States of America,Extinct,0,43.3773,-124.2371
2489,Slovincian,Poland,Extinct,0,54.6484,17.2485
2490,Southeastern Pomo,United States of America,Extinct,0,39.016,-122.6779
2491,Southern Kamchadal,Russian Federation,Extinct,0,52.6963,156.7089
2492,Southern Khanty,Russian Federation,Extinct,0,60.4301,69.9829
2493,Southern Mansi,Russian Federation,Extinct,0,58.4362,65.5664
2494,Soyot,Russian Federation,Extinct,0,52.0406,101.0659
2495,Subtiaba,Nicaragua,Extinct,0,12.5266,-86.667
2496,Taman,Myanmar,Extinct,0,25.1651,95.2514
2497,Tandia,Indonesia,Extinct,0,-2.8552,134.522
2498,Taokas,China,Extinct,0,24.4471,120.7232
2499,Te'un (Te'un Island),Indonesia,Extinct,0,-6.9809,129.1394
2500,Tetete,Ecuador,Extinct,0,-0.0109,-76.5966
2501,Tillamook,United States of America,Extinct,0,45.3449,-123.5309
2502,Togoyo,Sudan,Extinct,0,8.5049,24.7961
2503,Tonjon,Côte d'Ivoire,Extinct,0,8.4397,-4.3807
2504,Torá,Brazil,Extinct,0,-6.6646,-61.4135
2505,Tsetsaut,Canada,Extinct,0,55.936,-129.9911
2506,Tunica,United States of America,Extinct,0,31.1262,-92.0673
2507,Tututni,United States of America,Extinct,0,42.5756,-124.0688
2508,Twana,United States of America,Extinct,0,47.3344,-123.1607
2509,Ubykh (Caucasus),Russian Federation,Extinct,0,43.5585,39.8597
2510,Ubykh (Turkey),Turkey,Extinct,0,40.0402,28.0096
2511,Umutina,Brazil,Extinct,0,-15.0425,-57.1026
2512,Upper Chehalis,United States of America,Extinct,0,46.4111,-122.9949
2513,Upper Umpqua,United States of America,Extinct,0,43.4476,-123.77
2514,Uruava,Papua New Guinea,Extinct,0,-5.9821,155.3137
2515,Urupá,Brazil,Extinct,0,-10.898,-61.809
2516,Ventureño,United States of America,Extinct,0,34.2809,-119.2979
2517,Vilela,Argentina,Extinct,0,-26.9808,-59.6777
2518,Wanai,Venezuela (Bolivarian Republic of),Critically endangered,0,7.1117,-66.7199
2519,Wangkumara,Australia,Critically endangered,0,-27.2064,142.4597
2520,Wappo,United States of America,Extinct,0,38.8701,-122.5154
2521,Western Mansi,Russian Federation,Extinct,0,61.1432,62.4023
2522,Wiyot,United States of America,Extinct,0,40.5984,-124.2519
2523,Xakriabá,Brazil,Extinct,0,-14.5306,-44.0438
2524,Yaaku,Kenya,Extinct,0,0.4394,37.1777
2525,Yameo,Peru,Extinct,0,-4.4449,-73.5644
2526,Yir Yoront,Australia,Extinct,0,-16.3095,141.4489
2527,Yoba,Papua New Guinea,Extinct,0,-10.0337,149.2272
2528,Yola,Ireland,Extinct,0,52.2266,-6.4846
2529,Yug,Russian Federation,Extinct,0,61.0901,88.1982
2530,Yuki,United States of America,Extinct,0,37.4336,-118.5908
2531,Yurats,Russian Federation,Extinct,0,69.2872,81.914
2532,Yurutí (Brazil),Brazil,Extinct,0,-0.1318,-69.1699
2533,Zeem,Nigeria,Extinct,0,9.8389,9.0911
2534,|'Auni,South Africa,Extinct,0,-26.0105,20.363
2535,|Xam,South Africa,Extinct,0,-32.2853,20.759
2536,ǁKu ǁ'e,South Africa,Extinct,0,-29.9739,27.0812
2537,ǁKx'au,South Africa,Extinct,0,-32.2896,21.7968
2538,ǁXegwi,South Africa,Extinct,0,-25.35,30.99
2539,A'tong,India,Severely endangered,0,25.2844,91.1755
2540,Aché,Paraguay,Definitely endangered,0,-25.6613,-55.6787
2541,Akie,United Republic of Tanzania,Critically endangered,0,-4.7735,37.3315
2542,Akuriyo,Suriname,Critically endangered,0,2.8442,-55.7556
2543,Alemannic,"Germany, Austria, France, Italy, Liechtenstein, Switzerland",Vulnerable,0,47.2792,7.6904
2544,Amami,Japan,Definitely endangered,0,28.3672,129.4958
2545,Amok,"China, Lao People's Democratic Republic, Myanmar, Thailand",Critically endangered,0,21.361,100.6457
2546,Angku,Myanmar,Critically endangered,0,21.4888,100.8325
2547,Auvergnat,France,Severely endangered,0,45.1278,3.1311
2548,Balti,"India, Pakistan",Vulnerable,0,35.0659,76.1901
2549,Baraba Tatar,Russian Federation,Severely endangered,0,55.2478,77.893
2550,Baré (Venezuela),Venezuela (Bolivarian Republic of),Critically endangered,0,1.428,-66.9287
2551,Bavarian,"Germany, Austria, Hungary, Italy, Switzerland, Czech Republic",Vulnerable,0,48.4146,12.6123
2552,Bay Islands Creole,Honduras,Critically endangered,0,16.3297,-86.5299
2553,Bellari,India,Critically endangered,0,11.6952,76.4648
2554,Berbice Dutch Creole,Guyana,Critically endangered,0,5.3918,-57.777
2555,Bhalesi,India,Definitely endangered,0,33.3947,76.1352
2556,Brao,"Cambodia, Lao People's Democratic Republic, Viet Nam",Severely endangered,0,14.1177,106.7644
2557,Bungee,Canada,Critically endangered,0,50.0667,-96.9763
2558,Burgundian,France,Severely endangered,0,47.2344,4.2517
2559,Cabiyarí,Colombia,Critically endangered,0,0.1208,-71.1474
2560,Cappadocian Greek (Greece),Greece,Critically endangered,0,40.9798,24.104
2561,Carabayo,Colombia,Extinct,0,-1.6666,-70.3333
2562,Cavineña,Bolivia (Plurinational State of),Definitely endangered,0,-12.3829,-66.7419
2563,Cayuga (Canada),Canada,Critically endangered,0,43.019,-80.1506
2564,Central Asian Arabic,"Uzbekistan, Tajikistan, Afghanistan",Definitely endangered,0,36.9608,66.8133
2565,Champenois,"Belgium, France",Severely endangered,0,48.6474,4.3725
2566,Chichimec,Mexico,Vulnerable,0,21.2941,-100.5233
2567,Chinook Jargon,United States of America,Critically endangered,0,45.0591,-123.6091
2568,Chiwere,United States of America,Extinct,0,35.9761,-97.3336
2569,Chuang,Cambodia,Critically endangered,0,13.5688,105.0589
2570,Corfiot Italkian,Greece,Critically endangered,0,39.5908,19.8591
2571,Cornish,United Kingdom of Great Britain and Northern Ireland,Critically endangered,0,50.4575,-4.746
2572,Crimean Turkish,Ukraine,Severely endangered,0,44.6764,34.3267
2573,Desano (Colombia),Colombia,Definitely endangered,0,0.8898,-70.0543
2574,Domari,"Egypt, Israel, Jordan, Lebanon, Libyan Arab Jamahiriya, Palestine, Syrian Arab Republic",Severely endangered,0,32.2128,35.2908
2575,East Franconian,"Germany, Czech Republic",Vulnerable,0,50.0571,10.7336
2576,Eastern Mansi,Russian Federation,Critically endangered,0,60.7752,67.6098
2577,En,Myanmar,Critically endangered,0,21.2872,99.4816
2578,Even (Kamtchatka),Russian Federation,Severely endangered,0,56.062,158.9501
2579,Even (Siberia),Russian Federation,Severely endangered,0,67.6593,134.6594
2580,Evenki (Northern Siberia),Russian Federation,Severely endangered,0,64.2875,100.2282
2581,Evenki (Sakhalin),Russian Federation,Severely endangered,0,51.727,142.5585
2582,Evenki (Southern Siberia),"Mongolia, Russian Federation",Severely endangered,0,51.9833,116.5833
2583,Figuig,Morocco,Vulnerable,0,32.0895,-1.2222
2584,Franc-Comtois,"France, Switzerland",Severely endangered,0,47.2829,6.5093
2585,Gagauz (Deli Orman),Bulgaria,Critically endangered,0,43.5963,26.8286
2586,Gagauz (South Balkans),"Greece, The former Yugoslav Republic of Macedonia, Turkey",Severely endangered,0,41.4633,22.6977
2587,Gangou,China,Severely endangered,0,35.55,102.43
2588,Gottscheerish,Slovenia,Critically endangered,0,45.6332,14.8123
2589,Guaná,Paraguay,Critically endangered,0,-21.9532,-58.0517
2590,Han (Canada),Canada,Critically endangered,0,64.062,-139.4278
2591,Homshetsma (Caucasus),"Georgia, Russian Federation",Severely endangered,0,43.2452,40.3582
2592,Homshetsma (Turkey),Turkey,Definitely endangered,0,41.468,41.558
2593,Hulaula (Iran),Iran (Islamic Republic of),Extinct,0,35.9068,46.1535
2594,Huron-Wyandot (Canada),Canada,Critically endangered,0,46.8722,-71.3651
2595,Jad,"India, Pakistan",Definitely endangered,0,30.645,78.3627
2596,Jahai,Malaysia,Critically endangered,0,5.3597,101.7763
2597,Javindo Creole,Indonesia,Critically endangered,0,-7.0136,110.4345
2598,Jeju,Republic of Korea,Critically endangered,0,33.3671,126.4974
2599,Jitnu,Colombia,Definitely endangered,0,6.5118,-70.8837
2600,Judezmo (Europe),"Albania, Algeria, Bosnia and Herzegovina, Bulgaria, Croatia, Greece, The former Yugoslav Republic of Macedonia, Morocco, Romania, Turkey, Serbia",Severely endangered,0,41.2607,28.4985
2601,Juhur (Israel),Israel,Definitely endangered,0,31.5166,34.5964
2602,Kaurna,Australia,Critically endangered,0,-34.8498,138.6474
2603,Kensiw (Malaysia),Malaysia,Critically endangered,0,5.9033,100.9227
2604,Kentak,Malaysia,Critically endangered,0,5.5383,100.7861
2605,Khasali,India,Definitely endangered,0,32.0267,77.893
2606,Kili,Russian Federation,Severely endangered,0,48.8068,134.121
2607,Koro,India,Definitely endangered,0,27.1667,92.6312
2608,Kraol,Cambodia,Critically endangered,0,13.588,106.9438
2609,Kravet,Cambodia,Critically endangered,0,14.0175,107.0136
2610,Krueng,Cambodia,Severely endangered,0,13.8219,106.9938
2611,Kuay,Cambodia,Severely endangered,0,13.9047,105.3712
2612,Kunigami,Japan,Definitely endangered,0,26.7186,128.2131
2613,Lakota,Canada,Critically endangered,0,49.3276,-106.4439
2614,Langrong,India,Critically endangered,0,24.4671,94.1473
2615,Lengua,Paraguay,Severely endangered,0,-22.5125,-58.0957
2616,Livonian,Latvia,Critically endangered,0,57.6101,22.2802
2617,Lorrain,"Belgium, France",Severely endangered,0,48.8357,6.0644
2618,Lua,Thailand,Definitely endangered,0,19.0049,101.184
2619,Macaguaje,Colombia,Extinct,0,0.0,-75.0
2620,Macuna (Colombia),Colombia,Definitely endangered,0,-0.2636,-70.2026
2621,Maká,Paraguay,Definitely endangered,0,-25.2645,-57.2387
2622,Manda,India,Critically endangered,0,20.1384,84.0289
2623,Manx,United Kingdom of Great Britain and Northern Ireland,Critically endangered,0,54.2106,-4.5318
2624,Mawayana (Guyana),Guyana,Critically endangered,0,1.5159,-58.4143
2625,Menri',Malaysia,Critically endangered,0,5.055,102.2502
2626,Michif,Canada,Critically endangered,0,51.3119,-103.979
2627,Miraña (Colombia),Colombia,Severely endangered,0,-1.5818,-70.5651
2628,Miyako,Japan,Definitely endangered,0,24.8004,125.2798
2629,Mohawk (Ganienkeh),United States of America,Definitely endangered,0,44.8675,-73.67
2630,Mohawk (Kahnawake),Canada,Definitely endangered,0,45.4013,-73.6677
2631,Mohawk (Kanatsiohareke),United States of America,Definitely endangered,0,42.9116,-74.5587
2632,Mohawk (Kanesatake),Canada,Definitely endangered,0,45.4685,-74.0972
2633,Mohawk (Six nations),Canada,Definitely endangered,0,43.0463,-80.069
2634,Mohawk (Tyendinega),Canada,Definitely endangered,0,44.189,-77.1494
2635,Mohawk (Wahta),Canada,Definitely endangered,0,45.0333,-79.7333
2636,Mok (Lao PDR),Lao People's Democratic Republic,Definitely endangered,0,20.73,101.4197
2637,Mosquitia Creole,Nicaragua,Definitely endangered,0,12.0114,-83.7638
2638,Muinane,Colombia,Definitely endangered,0,-1.4061,-72.3779
2639,Munsee (United States of America),United States of America,Critically endangered,0,40.8969,-76.3769
2640,Nivaclé,Paraguay,Vulnerable,0,-23.3019,-60.3369
2641,Nivkh (Amur),Russian Federation,Critically endangered,0,53.2684,140.4107
2642,Nogay (Crimea),Ukraine,Severely endangered,0,45.9435,33.9477
2643,Nogay (Dobruja),Romania,Severely endangered,0,44.6491,27.8173
2644,Nonuya,Colombia,Critically endangered,0,-0.747,-71.9165
2645,Norman,France,Severely endangered,0,49.081,-0.6591
2646,Northern Altay,Russian Federation,Severely endangered,0,52.2816,87.4827
2647,Northern Haida,"Canada, United States of America",Critically endangered,0,54.0397,-132.1776
2648,Northwestern Otomí,Mexico,Vulnerable,0,21.0996,-100.1584
2649,Nukak,Colombia,Definitely endangered,0,2.3504,-71.3507
2650,Okinawan,Japan,Definitely endangered,0,26.2047,127.6831
2651,Oneida (Canada),"Canada, United States of America",Critically endangered,0,42.8286,-81.4068
2652,Onondaga (Canada),"Canada, United States of America",Critically endangered,0,43.1194,-80.1174
2653,Padri,India,Vulnerable,0,33.8886,76.3
2654,Palaung,Myanmar,Severely endangered,0,23.1058,97.488
2655,Pale,Myanmar,Severely endangered,0,22.1511,97.8386
2656,Panamanian Creole,Panama,Definitely endangered,0,9.3878,-82.2696
2657,Pashayi,Afghanistan,Vulnerable,0,34.66,70.2
2658,Peco' Creole,Indonesia,Critically endangered,0,-6.2716,106.7871
2659,Phnong,Cambodia,Severely endangered,0,12.5525,107.3011
2660,Poitevin-Saintongeais,France,Severely endangered,0,46.0579,-0.5493
2661,Potawatomi (Canada),Canada,Critically endangered,0,42.5163,-82.5555
2662,Purik,"India, Pakistan",Vulnerable,0,34.3706,76.0144
2663,Quinault,United States of America,Extinct,0,47.3332,-124.2864
2664,Rama Cay Creole,Nicaragua,Definitely endangered,0,11.8834,-83.8
2665,Reyesano,Bolivia (Plurinational State of),Critically endangered,0,-14.7748,-66.9396
2666,Rhenish Franconian,"Germany, France",Vulnerable,0,49.4467,8.2067
2667,Riang,Myanmar,Critically endangered,0,21.9048,98.2342
2668,Rigolet Inuktitut,Canada,Critically endangered,0,54.1772,-58.4218
2669,Rumai,Myanmar,Severely endangered,0,23.7363,97.9927
2670,Samrai,Cambodia,Critically endangered,0,12.5063,102.8344
2671,San Andres Creole,Colombia,Vulnerable,0,12.5833,-81.7
2672,Sanapaná,Paraguay,Definitely endangered,0,-22.0,-59.0
2673,Scanian,"Denmark, Sweden",Vulnerable,0,55.724,13.6614
2674,Seneca (Canada),Canada,Critically endangered,0,43.0555,-80.1938
2675,Siberian Tatar,Russian Federation,Definitely endangered,0,56.4624,73.3447
2676,Sikïiyana,Suriname,Critically endangered,0,1.9991,-56.2719
2677,Siriano (Colombia),Colombia,Definitely endangered,0,0.8788,-70.2685
2678,So-ng,Cambodia,Critically endangered,0,11.7244,104.0447
2679,Sogoo,Kenya,Extinct,0,-1.0435,36.6006
2680,South Jutish,"Germany, Denmark",Definitely endangered,0,54.8497,9.3081
2681,Southern Paiute,United States of America,Severely endangered,0,37.6818,-113.088
2682,Spiti,"India, Pakistan",Vulnerable,0,32.2871,78.2652
2683,Squamish,Canada,Critically endangered,0,49.3234,-123.1301
2684,Stieng,Cambodia,Severely endangered,0,12.1288,106.7852
2685,Tacana,Bolivia (Plurinational State of),Definitely endangered,0,-13.272,-67.7856
2686,Tagish,Canada,Critically endangered,0,60.1601,-134.6842
2687,Tailoi,Myanmar,Critically endangered,0,21.4275,100.7473
2688,Tanimuca-Letuama,Colombia,Severely endangered,0,-0.6262,-70.5432
2689,Tapieté,"Argentina, Bolivia (Plurinational State of), Paraguay",Severely endangered,0,-21.7799,-62.644
2690,Tariana (Colombia),Colombia,Critically endangered,0,0.8349,-69.1918
2691,Taruma,Guyana,Critically endangered,0,2.515,-59.5678
2692,Tasnusit,Algeria,Severely endangered,0,34.623,-1.5614
2693,Tat,Azerbaijan,Severely endangered,0,41.3438,48.6254
2694,Tati,Iran (Islamic Republic of),Definitely endangered,0,38.2036,48.2519
2695,Tatuyo,Colombia,Definitely endangered,0,0.4174,-70.4882
2696,Tazy,Russian Federation,Severely endangered,0,43.9236,134.7967
2697,Tempuan,Cambodia,Severely endangered,0,13.7238,107.2038
2698,Toba-Maskoy,Paraguay,Severely endangered,0,-21.5578,-58.0064
2699,Tolcha,India,Extinct,0,29.9333,80.0326
2700,Touggourt Tamazight,Algeria,Severely endangered,0,33.0777,6.0671
2701,Tucano (Colombia),Colombia,Vulnerable,0,0.6921,-69.8291
2702,Tunisian Judeo-Arabic (Israel),Israel,Severely endangered,0,32.0779,34.8019
2703,Tuscarora (Canada),Canada,Critically endangered,0,43.072,-80.015
2704,Tuyuca (Colombia),Colombia,Definitely endangered,0,0.3515,-70.2026
2705,Udi (Georgia),Georgia,Severely endangered,0,41.8905,45.913
2706,Unami,United States of America,Extinct,0,39.13,-76.0253
2707,Upper Tanana (Canada),Canada,Critically endangered,0,62.3824,-140.8984
2708,Urum,"Georgia, Russian Federation, Ukraine",Definitely endangered,0,47.0102,36.7822
2709,Wa,Myanmar,Severely endangered,0,21.8705,99.6519
2710,Wanano / Kotiria (Colombia),Colombia,Definitely endangered,0,1.0106,-69.6423
2711,Western Abenaki (Canada),Canada,Critically endangered,0,46.0785,-72.8141
2712,Western Abenaki (United States of America),United States of America,Extinct,0,43.0046,-72.246
2713,Wichi,"Argentina, Bolivia (Plurinational State of)",Vulnerable,0,-22.0041,-63.413
2714,Yaeyama,Japan,Severely endangered,0,24.342,124.1537
2715,Yazva Komi,Russian Federation,Severely endangered,0,60.0348,57.536
2716,Yiddish (Europe),"Germany, Austria, Belarus, Belgium, Denmark, Estonia, Finland, France, Hungary, Italy, Latvia, Lithuania, Luxembourg, Republic of Moldova, Norway, Netherlands, Poland, Romania, United Kingdom of Great Britain and Northern Ireland, Russian Federation, Slovakia, Sweden, Switzerland, Czech Republic, Ukraine",Definitely endangered,0,53.3571,25.2465
2717,Yonaguni,Japan,Severely endangered,0,24.458,122.9802
2718,Yucuna,Colombia,Definitely endangered,0,-1.2633,-70.664
2719,Yurutí (Colombia),Colombia,Definitely endangered,0,1.137,-70.2136
